"","ContractRef","InterestType","MortgageType","NewLoan","ProbationaryLoans","DefaultedLoans","LTVCategory","CreditRating","MortgageYears","CreditRatingMovement","LTV","LoanBalance","InterestIncome","PropertyValue","AnnualPYMT","AddressLatitude","AddressLongitude","InArrears","County","ArrearsCategory","Town","Branch","MaturityDate","BookingDate","LastValuationDate","ValuationAgeYears","prediction","lr_score","DT_score.No","DT_score.Yes"
"9443","00000CONTR00008018","Variable","Owner Occupied","No","No","Yes","> 100%",5,31, 2,1.07085780,-4.547919e-01, 2350.596378,-1.216804e+00,-1.1923956993,52.65601, -8.563124,"Yes","Limerick","< 90 days","Castletroy","Branch 145","17/10/2037","25/10/2006","14/11/2014",2.94,0.7403180,0.7403180,0.06707065,0.93292935
"9444","00000CONTR00154118","Fixed","Buy to Let","No","No","Yes","> 100%",5,28, 4,1.54156452,-1.272720e-01, 6058.636589,-1.346101e+00,-1.2223049642,53.56320, -6.802035,"No","Meath","0","Trim","Branch 98","11/07/2040","18/07/2012","03/01/2013",5.50,0.9297632,0.9297632,0.06707065,0.93292935
"9445","00000CONTR00166715","Tracker","Buy to Let","No","No","Yes","> 100%",5,29, 4,1.10616080, 1.392554e+00, 5610.079530, 2.702177e-01, 0.4708661697,51.70096, -8.530874,"No","Cork","0","Kinsale","Branch 257","13/08/2041","20/08/2012","24/02/2016",1.17,0.7739364,0.7739364,0.06707065,0.93292935
"9446","00000CONTR00012769","Tracker","Buy to Let","No","No","Yes","20 to 30%",5,30, 4,0.25888870,-4.868364e-01, 1007.600804, 1.985784e+00, 2.1537634825,53.34831, -6.291348,"No","Dublin","0","Arbour Hill","Branch 38","01/05/2031","08/05/2001","11/08/2014",3.29,0.8368011,0.8368011,0.06707065,0.93292935
"9447","00000CONTR00004805","Fixed","Owner Occupied","No","No","Yes","> 100%",5,34, 4,1.58863519, 3.617190e-01, 7633.370905,-1.093301e+00,-1.1730502039,53.82653, -6.399283,"No","Louth","0","Dunleer","Branch 45","02/01/2042","11/01/2008","22/05/2016",0.84,0.8208889,0.8208889,0.06707065,0.93292935
"9448","00000CONTR00002926","Tracker","Owner Occupied","No","No","Yes","> 100%",3,30, 2,1.30621116, 1.016174e-01, 5172.161930,-1.019371e+00,-0.9530339638,51.92186, -8.388218,"No","Cork","0","Ballinglanna","Branch 16","18/12/2044","26/12/2014","15/05/2016",0.87,0.8946879,0.8946879,0.35536398,0.64463602
"9449","00000CONTR00087625","Tracker","Buy to Let","No","No","Yes","0 to 10%",5,35, 3,0.09414135,-1.575518e+00,   92.544404,-1.090379e+00,-1.2012292905,53.04196, -7.267163,"No","Laois","0","Portlaoise","Branch 178","01/07/2019","09/07/1984","14/08/2014",3.28,0.6288734,0.6288734,0.06707065,0.93292935
"9450","00000CONTR00195618","Tracker","Buy to Let","No","No","Yes","30 to 40%",5,33, 4,0.35000000,-5.985362e-02, 2230.131265, 1.987816e+00, 1.7553360200,52.14189, -8.217661,"No","Cork","0","Clondulane South","Branch 198","02/12/2035","10/12/2002","21/09/2015",1.76,0.8201131,0.8201131,0.06707065,0.93292935
"9451","00000CONTR00014030","Fixed","Owner Occupied","No","No","Yes","> 100%",5,31, 4,1.64747353, 2.164783e-01, 7819.057788,-1.215742e+00,-1.1913335442,53.39365, -6.278253,"No","Dublin","0","Ballymun","Branch 38","11/03/2045","19/03/2014","19/09/2014",3.15,0.8483399,0.8483399,0.06707065,0.93292935
"9452","00000CONTR00024856","Variable","Owner Occupied","No","No","Yes","> 100%",5,33, 1,1.12969614, 5.310972e-01, 4720.645968,-4.771709e-01,-0.5613543347,52.63537, -8.665041,"No","Limerick","0","Gouldavoher","Branch 225","12/08/2040","21/08/2007","09/12/2014",2.84,0.6856104,0.6856104,0.06707065,0.93292935
"9453","00000CONTR00149527","Variable","Buy to Let","No","No","Yes","> 100%",5,28, 4,1.75338255, 1.118719e+00, 9160.762777,-8.110838e-01,-0.6296839070,53.42812, -8.014365,"No","Roscommon","0","Cloongowna","Branch 160","25/01/2041","01/02/2013","11/10/2016",0.31,0.9129863,0.9129863,0.06707065,0.93292935
"9454","00000CONTR00176813","Tracker","Buy to Let","No","No","Yes","> 100%",5,34, 4,1.16499914, 5.519053e-01, 3233.199282,-5.153516e-01,-0.6458470862,53.28287, -9.008538,"No","Galway","0","Ballybane","Branch 61","17/04/2042","25/04/2008","24/09/2014",3.13,0.8430602,0.8430602,0.06707065,0.93292935
"9455","00000CONTR00121586","Tracker","Buy to Let","No","No","Yes","> 100%",5,34, 3,1.36504950, 1.050052e+00, 4156.943525,-4.407570e-01,-0.5778021680,53.33202, -6.278234,"No","Dublin","0","Merchants Quay","Branch 50","13/11/2042","21/11/2008","10/11/2016",0.19,0.8225121,0.8225121,0.06707065,0.93292935
"9456","00000CONTR00025751","Variable","Owner Occupied","No","No","Yes","> 100%",5,35, 2,1.11792847, 6.792510e-01, 8270.825572,-3.375802e-01,-0.5341493944,52.14671, -8.642580,"No","Cork","0","Spaglen","Branch 122","23/02/2044","03/03/2009","17/08/2016",0.51,0.6849137,0.6849137,0.06707065,0.93292935
"9457","00000CONTR00042653","Fixed","Owner Occupied","No","No","Yes","> 100%",5,32, 1,1.56509986, 1.706756e+00,10558.277710,-2.929797e-01,-0.3300659762,52.85937, -9.011404,"No","Clare","0","Ennis","Branch 199","28/04/2041","06/05/2009","04/09/2013",4.58,0.7243023,0.7243023,0.06707065,0.93292935
"9458","00000CONTR00039577","Tracker","Owner Occupied","No","No","Yes","10 to 20%",5,34, 2,0.16474735,-1.500192e+00,  358.845647,-1.181238e+00,-1.2532665674,52.23028, -6.548537,"No","Wexford","0","Lake","Branch 28","04/06/2023","12/06/1989","10/01/2016",1.34,0.5877224,0.5877224,0.06707065,0.93292935
"9459","00000CONTR00165798","Variable","Buy to Let","No","No","Yes","> 100%",5,28, 2,1.70631187, 4.636789e-01, 4904.853400,-1.120306e+00,-0.9721987076,53.56204, -7.764735,"No","Longford","0","Ballymahon","Branch 165","06/12/2040","13/12/2012","21/05/2013",4.98,0.9141537,0.9141537,0.06707065,0.93292935
"9460","00000CONTR00137870","Tracker","Buy to Let","No","No","Yes","> 100%",5,31, 1,1.64747353, 4.844870e-01, 4126.724944,-1.067606e+00,-1.0431274819,53.36522, -6.267110,"No","Dublin","0","Drumcondra","Branch 56","11/05/2044","19/05/2013","19/05/2014",3.61,0.9081111,0.9081111,0.06707065,0.93292935
"9461","00000CONTR00042206","Tracker","Buy to Let","No","No","Yes","> 100%",5,34, 1,1.44742318, 9.510052e-01, 6010.664592,-6.073921e-01,-0.7298060925,53.34109, -6.313691,"Yes","Dublin","< 90 days","Kilmainham","Branch 227","30/01/2044","07/02/2010","21/12/2016",0.04,0.8374237,0.8374237,0.06707065,0.93292935
"9462","00000CONTR00155379","Fixed","Buy to Let","No","No","Yes","> 100%",5,31, 2,1.08262547, 1.721738e+00,12932.608260, 6.024035e-01, 0.6276727438,54.25602, -8.460652,"No","Sligo","0","Tonaphubble","Branch 114","01/05/2044","09/05/2013","20/12/2015",1.42,0.6905524,0.6905524,0.06707065,0.93292935
"9463","00000CONTR00133234","Tracker","Buy to Let","No","No","Yes","> 100%",5,32, 1,1.07085780,-1.976034e-01,  453.908266,-9.981032e-01,-1.0134778605,53.27848, -9.004454,"No","Galway","0","Gaillimh","Branch 100","07/06/2039","15/06/2007","09/04/2016",1.00,0.8678919,0.8678919,0.06707065,0.93292935
"9464","00000CONTR00098145","Tracker","Buy to Let","No","No","Yes","> 100%",5,31, 1,1.11792847,-1.426700e-01, 3881.860006,-1.007073e+00,-0.9825659983,53.97723, -6.718942,"No","Monaghan","0","Carrickmacross","Branch 82","17/08/2046","25/08/2015","23/12/2015",1.41,0.8527765,0.8527765,0.06707065,0.93292935
"9465","00000CONTR00184875","Variable","Buy to Let","No","No","Yes","> 100%",5,30, 4,1.17676681, 2.198076e-01, 1740.590256,-7.899202e-01,-0.7158222173,53.33331, -6.316673,"No","Dublin","0","Crumlin","Branch 3","05/10/2042","12/10/2012","27/01/2015",2.66,0.8453776,0.8453776,0.06707065,0.93292935
"9466","00000CONTR00007900","Tracker","Buy to Let","No","No","Yes","> 100%",5,30, 2,1.74161488, 2.801512e-01, 1645.747980,-1.239646e+00,-1.1807588000,51.95493, -7.872354,"No","Cork","0","Youghal","Branch 209","13/07/2044","21/07/2014","27/09/2015",1.74,0.9334414,0.9334414,0.06707065,0.93292935
"9467","00000CONTR00063613","Tracker","Buy to Let","No","No","Yes","> 100%",5,31, 4,1.25914049, 4.595172e-01,  652.721346,-7.136432e-01,-0.6889969801,53.38321, -6.391640,"No","Dublin","0","Clonsilla","Branch 25","03/06/2038","11/06/2007","07/02/2013",5.37,0.8416120,0.8416120,0.06707065,0.93292935
"9468","00000CONTR00146250","Variable","Buy to Let","No","No","Yes","0 to 10%",5,30, 1,0.02353534,-1.612972e+00,   64.214484, 1.010897e+00, 1.1459036779,53.34519, -6.238641,"No","Dublin","0","Grand Canal Dock","Branch 252","24/12/2016","01/01/1987","19/04/2013",5.10,0.8380441,0.8380441,0.06707065,0.93292935
"9469","00000CONTR00039346","Variable","Owner Occupied","No","No","Yes","> 100%",5,29, 1,1.18853448,-1.884478e-01, 6279.326662,-1.117401e+00,-1.0131524378,53.99948, -6.368955,"No","Louth","0","Dundalk","Branch 255","17/07/2041","24/07/2012","06/02/2014",4.00,0.7644464,0.7644464,0.06707065,0.93292935
"9470","00000CONTR00138302","Variable","Buy to Let","No","No","Yes","> 100%",5,33, 3,1.37681717, 1.118719e+00,11291.172730,-4.110093e-01,-0.4991731021,53.34458, -6.381823,"No","Dublin","0","Dublin 22","Branch 197","23/10/2040","01/11/2007","01/03/2016",1.15,0.8251164,0.8251164,0.06707065,0.93292935
"9471","00000CONTR00078179","Tracker","Buy to Let","No","No","Yes","0 to 10%",5,33, 3,0.02353534,-1.656669e+00,   15.581456,-6.797844e-01,-0.7517782969,53.31894, -6.259368,"Yes","Dublin","< 90 days","Dublin","Branch 234","18/11/2022","26/11/1989","12/02/2016",1.22,0.6916789,0.6916789,0.06707065,0.93292935
"9472","00000CONTR00161528","Variable","Buy to Let","No","No","Yes","> 100%",5,31, 2,1.18853448, 1.505563e-02, 2591.243306,-9.614850e-01,-0.9369561256,53.32832, -6.208147,"No","Dublin","0","Dublin","Branch 234","21/01/2040","28/01/2009","05/02/2016",1.25,0.8586360,0.8586360,0.06707065,0.93292935
"9473","00000CONTR00129397","Variable","Buy to Let","No","No","Yes","> 100%",5,28, 2,1.62393820, 1.470792e+00,10066.187000,-4.970648e-01,-0.2818554149,53.14633, -6.078952,"No","Wicklow","0","Greystones","Branch 147","15/09/2035","22/09/2007","28/10/2013",4.38,0.8539776,0.8539776,0.06707065,0.93292935
"9474","00000CONTR00160406","Tracker","Buy to Let","No","No","Yes","30 to 40%",5,31, 4,0.36000000,-8.315873e-02, 2686.935478, 1.810487e+00, 1.8363284428,52.17486, -7.152260,"No","Waterford","0","Tramore","Branch 40","17/01/2032","24/01/2001","12/08/2014",3.29,0.8201442,0.8201442,0.06707065,0.93292935
"9475","00000CONTR00155312","Variable","Buy to Let","No","No","Yes","> 100%",5,32, 3,1.05909013,-2.833329e-01, 3637.750533,-1.057638e+00,-1.0711798131,53.26906, -7.477522,"Yes","Offaly","< 6 months","Tullamore","Branch 75","06/07/2046","14/07/2014","14/07/2014",3.40,0.8718722,0.8718722,0.06707065,0.93292935
"9476","00000CONTR00155172","Fixed","Buy to Let","No","No","Yes","> 100%",5,34, 1,1.07085780, 1.859904e+00,14800.651680, 7.515003e-01, 0.5097705682,53.38500, -6.062129,"No","Dublin","0","Howth","Branch 210","27/04/2046","05/05/2012","27/11/2014",2.89,0.6805189,0.6805189,0.06707065,0.93292935
"9477","00000CONTR00090752","Tracker","Buy to Let","No","No","Yes","0 to 10%",5,34, 3,0.02353534,-1.618799e+00,   83.730651, 7.854731e-01, 0.5407605095,53.26724, -9.115536,"No","Galway","0","Knocknacarra","Branch 99","10/10/2016","19/10/1982","25/02/2016",1.17,0.8505838,0.8505838,0.06707065,0.93292935
"9478","00000CONTR00167747","Variable","Buy to Let","No","No","Yes","> 100%",5,29, 3,1.47095851, 4.636789e-01, 8501.745894,-9.357375e-01,-0.8188687592,53.61236, -6.209676,"No","Dublin","0","Balbriggan","Branch 10","19/04/2035","26/04/2006","21/01/2014",4.06,0.8761005,0.8761005,0.06707065,0.93292935
"9479","00000CONTR00152398","Tracker","Buy to Let","No","No","Yes","20 to 30%",5,31, 4,0.20005036,-7.590067e-01, 2698.519268, 1.999733e+00, 2.0256639621,52.65898, -8.545529,"No","Limerick","0","Newtown","Branch 91","06/07/2025","14/07/1994","28/01/2013",5.41,0.8464778,0.8464778,0.06707065,0.93292935
"9480","00000CONTR00193432","Variable","Buy to Let","No","No","Yes","30 to 40%",5,32, 4,0.35000000,-4.460525e-01, 3503.340804, 9.830318e-01, 0.9066553536,54.09050, -6.260063,"Yes","Louth","< 90 days","Omeath","Branch 8","18/06/2029","26/06/1997","19/04/2015",2.35,0.7656422,0.7656422,0.06707065,0.93292935
"9481","00000CONTR00036483","Tracker","Owner Occupied","No","No","Yes","> 100%",5,30, 3,1.38858484,-1.330982e-01,  591.780541,-1.247712e+00,-1.1890972172,51.85649, -8.290156,"No","Cork","0","Cobh","Branch 103","15/12/2045","23/12/2015","23/12/2015",1.41,0.8373484,0.8373484,0.06707065,0.93292935
"9482","00000CONTR00009342","Variable","Owner Occupied","No","No","Yes","> 100%",5,28, 2,1.54156452, 1.431673e+00, 5207.668762,-4.252295e-01,-0.2022859268,53.42205, -7.945924,"Yes","Westmeath","< 90 days","Athlone","Branch 54","20/04/2034","27/04/2006","22/10/2013",4.40,0.7516673,0.7516673,0.06707065,0.93292935
"9483","00000CONTR00138280","Tracker","Buy to Let","No","No","Yes","> 100%",5,29, 2,1.70631187, 5.718811e-01,  686.717249,-1.062561e+00,-0.9545033192,53.28894, -6.185895,"No","Dublin","0","Stillorgan","Branch 38","19/07/2041","26/07/2012","08/02/2014",3.99,0.9142625,0.9142625,0.06707065,0.93292935
"9484","00000CONTR00149187","Variable","Buy to Let","No","No","Yes","10 to 20%",5,30, 3,0.17651502,-9.238071e-01,  585.485003, 1.719374e+00, 1.8783423348,53.61689, -6.207321,"No","Dublin","0","Balbriggan","Branch 202","16/06/2019","23/06/1989","21/07/2013",4.75,0.8363403,0.8363403,0.06707065,0.93292935
"9485","00000CONTR00193549","Variable","Buy to Let","No","No","Yes","> 100%",5,31, 4,1.54156452, 1.515569e-01, 5455.587036,-1.181396e+00,-1.1569716058,54.57863, -8.123990,"No","Donegal","0","Ballintra","Branch 119","29/06/2041","07/07/2010","28/06/2013",4.84,0.9369330,0.9369330,0.06707065,0.93292935
"9486","00000CONTR00039960","Tracker","Owner Occupied","No","No","Yes","> 100%",5,31, 1,1.51802919, 1.583572e+00, 5460.434600,-3.054504e-01,-0.2806108936,53.34946, -6.422341,"No","Dublin","0","Lucan","Branch 92","17/11/2042","25/11/2011","18/01/2015",2.69,0.6946136,0.6946136,0.06707065,0.93292935
"9487","00000CONTR00010860","Variable","Owner Occupied","No","No","Yes","30 to 40%",5,31, 3,0.37000000,-7.689946e-01, 2669.811616, 1.219274e-02, 0.0371825881,52.98216, -6.051590,"No","Wicklow","0","Friarshill","Branch 190","27/06/2030","05/07/1999","18/03/2015",2.47,0.6514198,0.6514198,0.06707065,0.93292935
"9488","00000CONTR00035386","Tracker","Owner Occupied","No","No","Yes","30 to 40%",5,30, 3,0.39000000,-7.640006e-01,  776.995259,-9.338022e-02, 0.0042765745,51.54919, -9.264909,"Yes","Cork","< 90 days","Skibbereen","Branch 29","07/11/2028","15/11/1998","09/01/2014",4.10,0.6721127,0.6721127,0.06707065,0.93292935
"9489","00000CONTR00175131","Variable","Buy to Let","No","No","Yes","> 100%",5,35, 1,1.38858484, 1.454562e+00,  476.886979,-2.065572e-01,-0.4180455169,52.37866, -7.911818,"No","Tipperary","0","Cahir","Branch 149","04/07/2047","12/07/2012","10/07/2013",4.79,0.8394199,0.8394199,0.06707065,0.93292935
"9490","00000CONTR00120815","Tracker","Buy to Let","No","No","Yes","30 to 40%",5,35, 1,0.39000000,-5.629941e-01, 3176.067278, 3.759467e-01, 0.0981308558,52.15990, -9.062836,"No","Cork","0","Laharan West","Branch 155","03/10/2038","12/10/2003","23/07/2016",0.61,0.7858753,0.7858753,0.06707065,0.93292935
"9491","00000CONTR00189491","Fixed","Buy to Let","No","No","Yes","20 to 30%",5,32, 3,0.23535336,-1.223444e+00, 1901.881931,-4.382584e-01,-0.4708714255,53.28540, -9.013470,"Yes","Galway","< 90 days","Ballybane","Branch 86","30/05/2035","07/06/2003","01/12/2013",4.25,0.7580150,0.7580150,0.06707065,0.93292935
"9492","00000CONTR00053995","Tracker","Buy to Let","No","No","Yes","> 100%",5,30, 1,1.32974649, 1.544037e+00, 8337.180539,-5.381179e-02, 0.0451833150,53.23494, -6.643165,"No","Kildare","0","Naas","Branch 87","16/04/2043","23/04/2013","19/09/2014",3.15,0.7869590,0.7869590,0.06707065,0.93292935
"9493","00000CONTR00140686","Variable","Buy to Let","No","No","Yes","> 100%",5,33, 2,1.61217053, 1.329713e+00, 1374.001097,-5.637814e-01,-0.6427542042,53.52194, -7.334314,"No","Westmeath","0","Mullingar","Branch 177","09/01/2039","17/01/2006","01/10/2016",0.34,0.8721697,0.8721697,0.06707065,0.93292935
"9494","00000CONTR00132485","Variable","Buy to Let","No","No","Yes","20 to 30%",5,33, 3,0.24712103,-1.281707e+00, 1731.272860,-7.403576e-01,-0.8087073145,52.83565, -6.929936,"No","Carlow","0","Graigue","Branch 67","16/01/2034","24/01/2001","12/05/2016",0.88,0.7081764,0.7081764,0.06707065,0.93292935
"9495","00000CONTR00016846","Variable","Owner Occupied","No","No","Yes","20 to 30%",5,29, 3,0.21181803,-7.406955e-01,  868.784199, 1.841031e+00, 2.1508064534,53.49405,-10.018860,"Yes","Galway","< 90 days","Clifden","Branch 33","18/11/2031","25/11/2002","17/06/2013",4.88,0.7592064,0.7592064,0.06707065,0.93292935
"9496","00000CONTR00022184","Tracker","Owner Occupied","No","No","Yes","> 100%",5,29, 2,1.52979685, 1.353434e+00, 1846.355288,-4.575805e-01,-0.3074934063,53.51534, -6.112735,"No","Dublin","0","Rush","Branch 60","11/01/2042","18/01/2013","02/12/2014",2.87,0.7091324,0.7091324,0.06707065,0.93292935
"9497","00000CONTR00189663","Tracker","Buy to Let","No","No","Yes","10 to 20%",5,30, 3,0.17651502,-9.308818e-01, 1624.374630, 1.682876e+00, 1.8406106463,52.26662, -9.715003,"No","Kerry","0","Tralee","Branch 215","13/10/2019","20/10/1989","13/03/2016",1.11,0.8712606,0.8712606,0.06707065,0.93292935
"9498","00000CONTR00082694","Tracker","Buy to Let","No","No","Yes","> 100%",5,30, 4,1.67100887, 4.169004e-02,  526.306949,-1.325895e+00,-1.2699247218,53.36348, -6.238886,"No","Dublin","0","Fionnradharc","Branch 175","23/11/2041","01/12/2011","11/07/2014",3.41,0.9298851,0.9298851,0.06707065,0.93292935
"9499","00000CONTR00046776","Tracker","Buy to Let","No","No","Yes","20 to 30%",5,35, 4,0.24712103,-8.064492e-01,  134.850417, 1.010897e+00, 0.6607819701,51.93594, -8.570220,"No","Cork","0","Blarney","Branch 259","05/04/2035","13/04/2000","06/04/2016",1.02,0.8243469,0.8243469,0.06707065,0.93292935
"9500","00000CONTR00020897","Variable","Owner Occupied","No","No","Yes","10 to 20%",5,35, 4,0.12944435,-1.460657e+00,  556.210753,-6.051309e-01,-0.7712350496,53.70129, -6.254120,"No","Meath","0","Betaghstown","Branch 22","30/08/2025","08/09/1990","19/01/2016",1.31,0.5964981,0.5964981,0.06707065,0.93292935
"9501","00000CONTR00093366","Tracker","Buy to Let","No","No","Yes","30 to 40%",5,30, 4,0.39000000,-3.578260e-01, 3142.102852, 8.549906e-01, 0.9847237463,52.67524, -7.255421,"Yes","Kilkenny","< 90 days","Bleach Green","Branch 35","31/08/2030","07/09/2000","23/04/2015",2.33,0.8346243,0.8346243,0.06707065,0.93292935
"9502","00000CONTR00153955","Variable","Buy to Let","No","No","Yes","20 to 30%",5,33, 2,0.27065637,-7.789825e-01, 3336.131323, 8.176766e-01, 0.6555935028,53.32634, -6.260282,"No","Dublin","0","Dublin 6","Branch 4","28/06/2033","06/07/2000","24/02/2016",1.17,0.8018327,0.8018327,0.06707065,0.93292935
"9503","00000CONTR00107398","Tracker","Buy to Let","No","No","Yes","30 to 40%",5,33, 1,0.38000000,-2.970663e-01, 2330.985778, 1.082929e+00, 0.9048879381,53.35447, -6.448980,"No","Dublin","0","Lucan","Branch 36","15/07/2030","23/07/1997","03/08/2016",0.57,0.7914501,0.7914501,0.06707065,0.93292935
"9504","00000CONTR00014883","Variable","Owner Occupied","No","No","Yes","> 100%",5,33, 2,1.28267582, 1.441661e+00,10448.577960,-4.502165e-02,-0.1552037065,51.91014, -8.258464,"No","Cork","0","Carrigtohill","Branch 155","06/08/2040","15/08/2007","27/08/2015",1.86,0.6651078,0.6651078,0.06707065,0.93292935
"9505","00000CONTR00003883","Tracker","Buy to Let","No","No","Yes","30 to 40%",5,28, 3,0.35000000,-5.093092e-01, 3326.310284, 8.184550e-01, 1.1753024707,53.52679, -7.333916,"No","Westmeath","0","Mullingar","Branch 26","24/09/2026","01/10/1998","01/10/2015",1.72,0.8086084,0.8086084,0.06707065,0.93292935
"9506","00000CONTR00011298","Fixed","Owner Occupied","No","No","Yes","> 100%",5,33, 4,1.70631187, 8.497094e-02, 6472.820013,-1.322410e+00,-1.3557427462,52.64796, -7.267247,"No","Kilkenny","0","Robertshill","Branch 195","14/05/2041","22/05/2008","09/10/2016",0.31,0.9105291,0.9105291,0.06707065,0.93292935
"9507","00000CONTR00168576","Tracker","Buy to Let","No","No","Yes","> 100%",5,28, 3,1.71807954, 4.245596e-01, 2568.579370,-1.148940e+00,-1.0039164929,52.05973, -8.098350,"No","Cork","0","Ballynoe","Branch 29","08/08/2037","15/08/2009","16/08/2015",1.90,0.9246263,0.9246263,0.06707065,0.93292935
"9508","00000CONTR00145773","Tracker","Buy to Let","No","No","Yes","> 100%",5,30, 4,1.55333219, 1.207609e-01, 1375.574981,-1.207726e+00,-1.1477592510,53.40002, -6.142365,"No","Dublin","0","Stapolin","Branch 4","07/05/2040","15/05/2010","28/09/2013",4.49,0.9099873,0.9099873,0.06707065,0.93292935
"9509","00000CONTR00062758","Tracker","Buy to Let","No","No","Yes","> 100%",5,32, 2,1.09439313, 1.218598e+00, 1323.573840, 1.528309e-01, 0.1020174984,53.32946, -6.244299,"No","Dublin","0","Dublin 4","Branch 56","24/08/2043","01/09/2011","23/02/2016",1.18,0.7529823,0.7529823,0.06707065,0.93292935
"9510","00000CONTR00021557","Tracker","Buy to Let","No","No","Yes","30 to 40%",5,31, 2,0.38000000,-5.854669e-01, 2608.335690, 3.918262e-01, 0.4169958101,51.95529, -7.847399,"No","Cork","0","Youghal","Branch 198","23/06/2028","01/07/1997","17/08/2015",1.89,0.7840532,0.7840532,0.06707065,0.93292935
"9511","00000CONTR00108333","Tracker","Buy to Let","No","No","Yes","30 to 40%",5,30, 3,0.38000000,-4.335676e-01, 1147.550607, 7.558270e-01, 0.8822061091,52.74101, -8.779203,"No","Clare","0","Sixmilebridge","Branch 205","12/04/2030","19/04/2000","25/05/2014",3.59,0.8166501,0.8166501,0.06707065,0.93292935
